video_file,frame_num,mean_temp,std_temp,max_temp,min_temp,label_name,label
MOV_12759,900,148.26698,44.28355,255.0,0.0,dry,0
MOV_12759,930,117.95353,47.578926,255.0,0.0,dry,0
MOV_12759,960,97.53099,46.86349,255.0,0.0,dry,0
MOV_12759,990,125.91338,49.17247,255.0,0.0,dry,0
MOV_12759,1020,127.1881,46.061058,255.0,0.0,dry,0
MOV_12759,1050,127.0847,48.784405,255.0,1.0,dry,0
MOV_12759,1080,129.73279,50.567837,255.0,0.0,dry,0
MOV_12759,1110,142.0957,44.557747,255.0,0.0,dry,0
MOV_12759,1140,146.69919,46.076218,255.0,0.0,dry,0
MOV_12759,1170,144.93474,48.959225,255.0,0.0,dry,0
MOV_12759,1200,145.72525,46.10145,255.0,1.0,dry,0
MOV_12759,1230,107.368515,41.93112,255.0,0.0,dry,0
MOV_12759,1260,138.94777,45.45654,255.0,0.0,dry,0
MOV_12759,1290,139.84007,43.97683,255.0,1.0,dry,0
MOV_12759,1320,133.67595,46.12671,255.0,0.0,dry,0
MOV_12759,1350,107.51756,55.923466,255.0,0.0,dry,0
MOV_12759,1380,133.87115,47.259785,255.0,0.0,dry,0
MOV_12765,0,121.98793,47.87768,255.0,4.0,dry,0
MOV_12765,30,87.476364,49.167007,255.0,0.0,dry,0
MOV_12765,60,123.407394,48.88256,255.0,0.0,dry,0
MOV_12765,90,138.71368,42.53686,255.0,0.0,dry,0
MOV_12765,120,136.86575,46.623383,255.0,0.0,dry,0
MOV_12765,150,130.3325,48.927845,255.0,0.0,dry,0
MOV_12765,180,123.81635,50.18397,255.0,0.0,dry,0
MOV_12765,210,136.25937,46.391113,255.0,0.0,dry,0
MOV_12765,240,134.7094,46.95484,255.0,0.0,dry,0
MOV_12765,270,132.31844,46.872902,255.0,0.0,dry,0
MOV_12765,300,115.0342,52.29077,255.0,0.0,dry,0
MOV_12765,330,130.84822,48.083847,255.0,0.0,dry,0
MOV_12765,360,109.98795,51.15121,255.0,0.0,dry,0
MOV_12765,390,124.35703,52.361744,255.0,0.0,dry,0
MOV_12765,420,114.880486,53.933624,255.0,4.0,dry,0
MOV_12765,450,125.910965,49.624386,255.0,0.0,dry,0
MOV_12765,480,121.95823,47.564274,255.0,0.0,dry,0
MOV_12765,510,132.5247,46.57033,255.0,0.0,dry,0
MOV_12765,540,133.2485,47.887432,255.0,0.0,dry,0
MOV_12765,570,131.62666,46.64024,255.0,0.0,dry,0
MOV_12765,600,128.68887,48.30639,255.0,0.0,dry,0
MOV_12765,630,130.34773,45.88312,255.0,0.0,dry,0
MOV_12765,660,134.86766,45.846413,255.0,0.0,dry,0
MOV_12765,690,99.94327,45.182476,255.0,0.0,dry,0
MOV_12765,720,130.33833,47.87496,255.0,0.0,dry,0
MOV_12765,750,127.645134,49.342842,255.0,0.0,dry,0
MOV_12765,780,125.45948,48.060047,255.0,0.0,dry,0
MOV_12765,810,117.36199,52.61212,255.0,0.0,dry,0
MOV_12765,840,124.306145,49.93073,255.0,0.0,dry,0
MOV_12765,870,115.06471,50.63935,255.0,0.0,dry,0
MOV_12765,900,123.95031,47.91974,255.0,0.0,dry,0
MOV_12765,930,128.62338,50.356747,255.0,0.0,dry,0
MOV_12765,960,130.8272,49.038357,255.0,0.0,dry,0
MOV_12765,990,124.03682,49.789017,255.0,0.0,dry,0
MOV_12765,1020,105.73048,51.509747,255.0,0.0,dry,0
MOV_12765,1050,121.82619,52.770096,255.0,0.0,dry,0
MOV_12765,1080,108.273346,53.82089,255.0,0.0,dry,0
MOV_12765,1110,121.28358,52.176334,255.0,0.0,dry,0
MOV_12765,1140,120.2125,52.542023,255.0,0.0,dry,0
MOV_12765,1170,120.137474,53.108803,255.0,0.0,dry,0
MOV_12765,1200,125.96663,48.13849,255.0,0.0,dry,0
MOV_12765,1230,116.45401,52.59514,255.0,0.0,dry,0
MOV_12765,1260,134.79906,47.87232,255.0,0.0,dry,0
MOV_12765,1290,121.970726,50.04964,255.0,0.0,dry,0
MOV_12765,1320,127.90227,51.433064,255.0,0.0,dry,0
MOV_12765,1350,103.84217,55.16569,255.0,0.0,dry,0
MOV_12765,1380,127.269844,49.924725,255.0,0.0,dry,0
MOV_12765,1410,129.71158,50.200367,255.0,0.0,dry,0
MOV_12771,0,132.39926,48.97862,255.0,0.0,dry,0
MOV_12771,30,126.157135,47.44292,255.0,0.0,dry,0
MOV_12771,60,131.218,46.66732,255.0,0.0,dry,0
MOV_12771,90,132.26695,50.176884,255.0,0.0,dry,0
MOV_12771,120,126.40391,46.920414,255.0,0.0,dry,0
MOV_12771,150,119.25186,50.126587,255.0,0.0,dry,0
MOV_12771,180,127.0722,50.990696,255.0,0.0,dry,0
MOV_12771,210,130.96307,43.900124,255.0,0.0,dry,0
MOV_12771,240,133.09743,48.630814,255.0,0.0,dry,0
MOV_12771,270,136.0882,43.982685,255.0,0.0,dry,0
MOV_12771,300,116.55505,53.123398,255.0,0.0,dry,0
MOV_12771,330,125.099625,49.16899,255.0,0.0,dry,0
MOV_12771,360,118.64074,51.569332,255.0,0.0,dry,0
MOV_12771,390,131.3821,47.504192,255.0,0.0,dry,0
MOV_12771,420,128.785,48.37337,255.0,0.0,dry,0
MOV_12771,450,133.65128,46.08837,255.0,0.0,dry,0
MOV_12771,480,138.26834,43.762764,255.0,0.0,dry,0
MOV_12771,510,137.25742,44.747684,255.0,0.0,dry,0
MOV_12771,540,138.63481,46.83348,255.0,0.0,dry,0
MOV_12771,570,132.43404,45.565796,255.0,0.0,dry,0
MOV_12771,600,129.53139,44.288673,255.0,0.0,dry,0
MOV_12771,630,140.85309,44.540356,255.0,0.0,dry,0
MOV_12771,660,106.96796,52.560013,255.0,0.0,dry,0
MOV_12771,690,126.44047,49.980957,255.0,0.0,dry,0
MOV_12771,720,134.03094,47.543194,255.0,0.0,dry,0
MOV_12771,750,128.60371,49.822956,255.0,0.0,dry,0
MOV_12771,780,120.67458,51.091908,255.0,0.0,dry,0
MOV_12771,810,123.92375,49.55665,255.0,0.0,dry,0
MOV_12771,840,123.22198,48.385002,255.0,0.0,dry,0
MOV_12771,870,122.79971,49.341354,255.0,0.0,dry,0
MOV_12771,900,125.99945,46.678215,255.0,0.0,dry,0
MOV_12771,930,125.93029,46.07445,255.0,0.0,dry,0
MOV_12771,960,126.3778,49.898556,255.0,0.0,dry,0
MOV_12771,990,139.49837,47.509792,255.0,0.0,dry,0
MOV_12771,1020,123.82779,56.28841,255.0,0.0,dry,0
MOV_12771,1050,120.417564,52.160553,255.0,0.0,dry,0
MOV_12771,1080,131.29454,47.933216,255.0,0.0,dry,0
MOV_12771,1110,96.76992,57.02673,255.0,0.0,dry,0
MOV_12771,1140,112.84297,60.402534,255.0,1.0,dry,0
MOV_12771,1170,122.05073,50.209988,255.0,0.0,dry,0
MOV_12771,1200,128.70105,49.181664,255.0,0.0,dry,0
MOV_12771,1230,109.41276,48.477013,255.0,0.0,dry,0
MOV_12771,1260,132.83084,49.44666,255.0,0.0,dry,0
MOV_12771,1290,128.80045,49.66584,255.0,0.0,dry,0
MOV_12771,1320,129.03386,46.896755,255.0,0.0,dry,0
MOV_12771,1350,134.76256,47.22022,255.0,0.0,dry,0
MOV_12771,1380,128.78691,46.46346,255.0,0.0,dry,0
MOV_12770,0,120.68625,51.76736,255.0,3.0,dry,0
MOV_12770,30,115.54534,49.836132,255.0,0.0,dry,0
MOV_12770,60,136.426,44.84406,255.0,0.0,dry,0
MOV_12770,90,127.27248,46.67647,255.0,0.0,dry,0
MOV_12770,120,119.87448,48.48706,255.0,0.0,dry,0
MOV_12770,150,135.43839,45.526646,255.0,0.0,dry,0
MOV_12770,180,135.67104,46.49959,255.0,0.0,dry,0
MOV_12770,210,111.91909,51.22272,255.0,0.0,dry,0
MOV_12770,240,126.479324,47.933758,255.0,0.0,dry,0
MOV_12770,270,122.23336,49.191,255.0,0.0,dry,0
MOV_12770,300,123.04418,49.962944,255.0,0.0,dry,0
MOV_12770,330,134.24959,45.868557,255.0,0.0,dry,0
MOV_12770,360,132.49281,43.975685,255.0,0.0,dry,0
MOV_12770,390,122.40281,50.158566,255.0,0.0,dry,0
MOV_12770,420,126.20909,47.8214,255.0,0.0,dry,0
MOV_12770,450,129.61308,45.99432,255.0,0.0,dry,0
MOV_12770,480,140.92343,45.18448,255.0,0.0,dry,0
MOV_12770,510,133.4944,48.18633,255.0,0.0,dry,0
MOV_12770,540,134.17769,46.0795,255.0,0.0,dry,0
MOV_12770,570,125.37417,49.855354,255.0,0.0,dry,0
MOV_12770,600,104.07827,49.34289,255.0,0.0,dry,0
MOV_12770,630,126.99945,47.184174,255.0,0.0,dry,0
MOV_12770,660,125.53562,51.55286,255.0,2.0,dry,0
MOV_12770,690,128.24481,49.715786,255.0,0.0,dry,0
MOV_12770,720,127.94857,46.99911,255.0,0.0,dry,0
MOV_12770,750,136.85179,46.64667,255.0,0.0,dry,0
MOV_12770,780,134.2367,43.412724,255.0,0.0,dry,0
MOV_12770,810,132.55513,48.356678,255.0,0.0,dry,0
MOV_12770,840,128.04582,46.503185,255.0,0.0,dry,0
MOV_12770,870,113.76345,51.88874,255.0,0.0,dry,0
MOV_12770,900,99.16777,47.683395,255.0,0.0,dry,0
MOV_12770,930,95.21363,49.21603,255.0,1.0,dry,0
MOV_12770,960,122.485725,50.5496,255.0,0.0,dry,0
MOV_12770,990,139.99475,50.32496,255.0,0.0,dry,0
MOV_12770,1020,136.37932,46.642643,255.0,0.0,dry,0
MOV_12770,1050,125.291565,49.30648,255.0,0.0,dry,0
MOV_12770,1080,121.602554,51.826294,255.0,0.0,dry,0
MOV_12770,1110,106.12209,48.30736,255.0,0.0,dry,0
MOV_12764,0,115.84598,46.970375,255.0,2.0,dry,0
MOV_12764,30,111.109764,43.217796,255.0,0.0,dry,0
MOV_12764,60,122.66675,46.640114,255.0,0.0,dry,0
MOV_12764,90,119.52383,47.58622,255.0,0.0,dry,0
MOV_12764,120,120.903305,46.448486,255.0,0.0,dry,0
MOV_12764,150,116.21464,52.36969,255.0,0.0,dry,0
MOV_12764,180,114.36384,52.28687,255.0,0.0,dry,0
MOV_12764,210,119.64967,52.192066,255.0,0.0,dry,0
MOV_12764,240,109.96379,48.63441,255.0,0.0,dry,0
MOV_12764,270,108.47899,49.505863,255.0,1.0,dry,0
MOV_12764,300,129.80331,46.06323,255.0,0.0,dry,0
MOV_12764,330,127.35501,50.412594,255.0,2.0,dry,0
MOV_12764,360,126.20008,48.984837,255.0,2.0,dry,0
MOV_12764,390,130.0152,47.42386,255.0,0.0,dry,0
MOV_12764,420,115.41848,48.816364,255.0,0.0,dry,0
MOV_12764,450,107.93918,46.904305,255.0,0.0,dry,0
MOV_12764,480,115.48198,46.78791,255.0,0.0,dry,0
MOV_12764,510,134.11972,46.35801,255.0,3.0,dry,0
MOV_12764,540,116.581276,48.666607,255.0,0.0,dry,0
MOV_12764,570,118.919846,49.30349,255.0,0.0,dry,0
MOV_12764,600,126.58832,47.18944,255.0,0.0,dry,0
MOV_12764,630,125.64016,48.042442,255.0,0.0,dry,0
MOV_12764,660,123.86652,48.725296,255.0,0.0,dry,0
MOV_12764,690,129.51288,46.570442,255.0,0.0,dry,0
MOV_12764,720,119.78681,48.809654,255.0,0.0,dry,0
MOV_12764,750,124.065285,49.340733,255.0,0.0,dry,0
MOV_12764,780,127.451904,51.92032,255.0,0.0,dry,0
MOV_12764,810,140.78726,45.05207,255.0,0.0,dry,0
MOV_12764,840,138.29257,46.01037,255.0,1.0,dry,0
MOV_12764,870,125.30311,49.99122,255.0,0.0,dry,0
MOV_12764,900,129.97018,47.375034,255.0,0.0,dry,0
MOV_12764,930,124.37154,49.539444,255.0,0.0,dry,0
MOV_12764,960,119.46651,54.194733,255.0,0.0,dry,0
MOV_12764,990,130.89941,46.66185,255.0,0.0,dry,0
MOV_12764,1020,123.74698,48.405525,255.0,0.0,dry,0
MOV_12764,1050,129.92738,50.909657,255.0,0.0,dry,0
MOV_12764,1080,125.674126,51.91777,255.0,0.0,dry,0
MOV_12764,1110,120.8451,50.092144,255.0,0.0,dry,0
MOV_12764,1140,122.46851,51.4316,255.0,0.0,dry,0
MOV_12764,1170,101.99296,48.6491,255.0,0.0,dry,0
MOV_12764,1200,129.19029,47.53401,255.0,0.0,dry,0
MOV_12764,1230,134.6976,46.94959,255.0,0.0,dry,0
MOV_12764,1260,120.82726,51.32474,255.0,0.0,dry,0
MOV_12764,1290,124.24753,50.29554,255.0,0.0,dry,0
MOV_12764,1320,124.35239,51.457424,255.0,0.0,dry,0
MOV_12758,0,130.33516,53.552094,255.0,4.0,dry,0
MOV_12758,30,122.06036,49.52796,255.0,0.0,dry,0
MOV_12758,60,107.04153,57.71956,255.0,0.0,dry,0
MOV_12758,90,127.266624,50.614033,255.0,0.0,dry,0
MOV_12758,120,94.13887,57.645817,255.0,0.0,dry,0
MOV_12758,150,130.30026,50.705162,255.0,0.0,dry,0
MOV_12758,180,110.12406,52.096863,255.0,0.0,dry,0
MOV_12758,210,127.931,61.015537,255.0,0.0,dry,0
MOV_12758,240,123.35801,50.522503,255.0,0.0,dry,0
MOV_12758,270,124.74399,54.441025,255.0,0.0,dry,0
MOV_12758,300,133.89584,51.25124,255.0,0.0,dry,0
MOV_12758,330,81.94251,52.207428,255.0,0.0,dry,0
MOV_12758,360,113.96824,47.775093,255.0,0.0,dry,0
MOV_12758,390,118.78228,49.31079,255.0,0.0,dry,0
MOV_12758,420,92.34828,55.10781,255.0,0.0,dry,0
MOV_12758,450,148.0053,42.724937,255.0,0.0,dry,0
MOV_12758,480,125.55052,51.814938,255.0,0.0,dry,0
MOV_12758,510,122.327866,54.22071,255.0,0.0,dry,0
MOV_12758,540,139.88928,44.932716,255.0,0.0,dry,0
MOV_12758,570,130.35454,47.565086,255.0,0.0,dry,0
MOV_12758,600,86.15986,57.69603,255.0,0.0,dry,0
MOV_12758,630,132.42422,46.66682,255.0,0.0,dry,0
MOV_12758,660,110.39647,48.728565,255.0,5.0,dry,0
MOV_12758,690,140.51358,44.589157,255.0,0.0,dry,0
MOV_12758,720,120.9666,57.60591,255.0,3.0,dry,0
MOV_12758,750,140.42308,44.70929,255.0,0.0,dry,0
MOV_12758,780,121.94931,50.15598,255.0,0.0,dry,0
MOV_12758,810,118.22326,58.231606,255.0,0.0,dry,0
MOV_12758,840,135.30313,45.762714,255.0,0.0,dry,0
MOV_12758,870,125.581535,43.029392,255.0,0.0,dry,0
MOV_12758,900,124.95146,50.774605,255.0,0.0,dry,0
MOV_12758,930,130.83952,48.566868,255.0,0.0,dry,0
MOV_12758,960,134.79466,45.573444,255.0,0.0,dry,0
MOV_12758,990,121.36698,54.96601,255.0,0.0,dry,0
MOV_12758,1020,117.97219,54.257668,255.0,0.0,dry,0
MOV_12758,1050,121.39862,49.599136,255.0,0.0,dry,0
MOV_12758,1080,134.11931,46.06726,255.0,0.0,dry,0
MOV_12758,1110,100.62504,52.24769,255.0,1.0,dry,0
MOV_12758,1140,121.77126,44.74578,255.0,0.0,dry,0
MOV_12758,1170,106.85864,58.355064,255.0,1.0,dry,0
MOV_12758,1200,67.34567,59.978065,255.0,0.0,dry,0
MOV_12758,1230,80.960075,58.3095,255.0,0.0,dry,0
MOV_12758,1260,128.20258,48.009666,255.0,0.0,dry,0
MOV_12759,0,142.12566,46.068462,255.0,1.0,dry,0
MOV_12759,30,130.00648,47.076714,255.0,0.0,dry,0
MOV_12759,60,109.28728,51.078056,255.0,0.0,dry,0
MOV_12759,90,103.07713,54.68404,255.0,0.0,dry,0
MOV_12759,120,131.82103,47.98947,255.0,0.0,dry,0
MOV_12759,150,139.64342,44.13237,255.0,0.0,dry,0
MOV_12759,180,134.26596,46.904346,255.0,2.0,dry,0
MOV_12759,210,128.10289,47.520718,255.0,0.0,dry,0
MOV_12759,240,102.745476,51.56197,255.0,0.0,dry,0
MOV_12759,270,133.35709,44.877026,255.0,0.0,dry,0
MOV_12759,300,130.48315,47.770363,255.0,0.0,dry,0
MOV_12759,330,139.62779,44.616394,255.0,0.0,dry,0
MOV_12759,360,104.803894,50.796955,255.0,3.0,dry,0
MOV_12759,390,135.27994,48.072098,255.0,0.0,dry,0
MOV_12759,420,136.6316,46.704082,255.0,0.0,dry,0
MOV_12759,450,117.19561,50.625286,255.0,0.0,dry,0
MOV_12759,480,137.33125,49.795345,255.0,2.0,dry,0
MOV_12759,510,100.43379,53.1666,255.0,0.0,dry,0
MOV_12759,540,126.45362,49.99828,255.0,0.0,dry,0
MOV_12759,570,125.87034,49.271687,255.0,0.0,dry,0
MOV_12759,600,121.132515,51.109833,255.0,0.0,dry,0
MOV_12759,630,129.0478,50.17074,255.0,0.0,dry,0
MOV_12759,660,124.77828,48.69903,255.0,0.0,dry,0
MOV_12759,690,125.29289,51.589474,255.0,0.0,dry,0
MOV_12759,720,141.74216,46.221897,255.0,0.0,dry,0
MOV_12759,750,139.25691,45.61494,255.0,0.0,dry,0
MOV_12759,780,123.33852,48.819317,255.0,0.0,dry,0
MOV_12759,810,136.96814,45.71533,255.0,0.0,dry,0
MOV_12759,840,125.90982,49.421978,255.0,0.0,dry,0
MOV_12759,870,146.05038,43.718052,255.0,0.0,dry,0
MOV_12759,900,148.26698,44.28355,255.0,0.0,dry,0
MOV_12759,930,117.95353,47.578926,255.0,0.0,dry,0
MOV_12759,960,97.53099,46.86349,255.0,0.0,dry,0
MOV_12759,990,125.91338,49.17247,255.0,0.0,dry,0
MOV_12759,1020,127.1881,46.061058,255.0,0.0,dry,0
MOV_12759,1050,127.0847,48.784405,255.0,1.0,dry,0
MOV_12759,1080,129.73279,50.567837,255.0,0.0,dry,0
MOV_12759,1110,142.0957,44.557747,255.0,0.0,dry,0
MOV_12759,1140,146.69919,46.076218,255.0,0.0,dry,0
MOV_12759,1170,144.93474,48.959225,255.0,0.0,dry,0
MOV_12759,1200,145.72525,46.10145,255.0,1.0,dry,0
MOV_12759,1230,107.368515,41.93112,255.0,0.0,dry,0
MOV_12759,1260,138.94777,45.45654,255.0,0.0,dry,0
MOV_12759,1290,139.84007,43.97683,255.0,1.0,dry,0
MOV_12759,1320,133.67595,46.12671,255.0,0.0,dry,0
MOV_12759,1350,107.51756,55.923466,255.0,0.0,dry,0
MOV_12759,1380,133.87115,47.259785,255.0,0.0,dry,0
MOV_12765,0,121.98793,47.87768,255.0,4.0,dry,0
MOV_12765,30,87.476364,49.167007,255.0,0.0,dry,0
MOV_12765,60,123.407394,48.88256,255.0,0.0,dry,0
MOV_12765,90,138.71368,42.53686,255.0,0.0,dry,0
MOV_12765,120,136.86575,46.623383,255.0,0.0,dry,0
MOV_12765,150,130.3325,48.927845,255.0,0.0,dry,0
MOV_12765,180,123.81635,50.18397,255.0,0.0,dry,0
MOV_12765,210,136.25937,46.391113,255.0,0.0,dry,0
MOV_12765,240,134.7094,46.95484,255.0,0.0,dry,0
MOV_12765,270,132.31844,46.872902,255.0,0.0,dry,0
MOV_12765,300,115.0342,52.29077,255.0,0.0,dry,0
MOV_12765,330,130.84822,48.083847,255.0,0.0,dry,0
MOV_12765,360,109.98795,51.15121,255.0,0.0,dry,0
MOV_12765,390,124.35703,52.361744,255.0,0.0,dry,0
MOV_12765,420,114.880486,53.933624,255.0,4.0,dry,0
MOV_12765,450,125.910965,49.624386,255.0,0.0,dry,0
MOV_12765,480,121.95823,47.564274,255.0,0.0,dry,0
MOV_12765,510,132.5247,46.57033,255.0,0.0,dry,0
MOV_12765,540,133.2485,47.887432,255.0,0.0,dry,0
MOV_12765,570,131.62666,46.64024,255.0,0.0,dry,0
MOV_12765,600,128.68887,48.30639,255.0,0.0,dry,0
MOV_12765,630,130.34773,45.88312,255.0,0.0,dry,0
MOV_12765,660,134.86766,45.846413,255.0,0.0,dry,0
MOV_12765,690,99.94327,45.182476,255.0,0.0,dry,0
MOV_12765,720,130.33833,47.87496,255.0,0.0,dry,0
MOV_12765,750,127.645134,49.342842,255.0,0.0,dry,0
MOV_12765,780,125.45948,48.060047,255.0,0.0,dry,0
MOV_12765,810,117.36199,52.61212,255.0,0.0,dry,0
MOV_12765,840,124.306145,49.93073,255.0,0.0,dry,0
MOV_12765,870,115.06471,50.63935,255.0,0.0,dry,0
MOV_12765,900,123.95031,47.91974,255.0,0.0,dry,0
MOV_12765,930,128.62338,50.356747,255.0,0.0,dry,0
MOV_12765,960,130.8272,49.038357,255.0,0.0,dry,0
MOV_12765,990,124.03682,49.789017,255.0,0.0,dry,0
MOV_12765,1020,105.73048,51.509747,255.0,0.0,dry,0
MOV_12765,1050,121.82619,52.770096,255.0,0.0,dry,0
MOV_12765,1080,108.273346,53.82089,255.0,0.0,dry,0
MOV_12765,1110,121.28358,52.176334,255.0,0.0,dry,0
MOV_12765,1140,120.2125,52.542023,255.0,0.0,dry,0
MOV_12765,1170,120.137474,53.108803,255.0,0.0,dry,0
MOV_12765,1200,125.96663,48.13849,255.0,0.0,dry,0
MOV_12765,1230,116.45401,52.59514,255.0,0.0,dry,0
MOV_12765,1260,134.79906,47.87232,255.0,0.0,dry,0
MOV_12765,1290,121.970726,50.04964,255.0,0.0,dry,0
MOV_12765,1320,127.90227,51.433064,255.0,0.0,dry,0
MOV_12765,1350,103.84217,55.16569,255.0,0.0,dry,0
MOV_12765,1380,127.269844,49.924725,255.0,0.0,dry,0
MOV_12765,1410,129.71158,50.200367,255.0,0.0,dry,0
MOV_12771,0,132.39926,48.97862,255.0,0.0,dry,0
MOV_12771,30,126.157135,47.44292,255.0,0.0,dry,0
MOV_12771,60,131.218,46.66732,255.0,0.0,dry,0
MOV_12771,90,132.26695,50.176884,255.0,0.0,dry,0
MOV_12771,120,126.40391,46.920414,255.0,0.0,dry,0
MOV_12771,150,119.25186,50.126587,255.0,0.0,dry,0
MOV_12771,180,127.0722,50.990696,255.0,0.0,dry,0
MOV_12771,210,130.96307,43.900124,255.0,0.0,dry,0
MOV_12771,240,133.09743,48.630814,255.0,0.0,dry,0
MOV_12771,270,136.0882,43.982685,255.0,0.0,dry,0
MOV_12771,300,116.55505,53.123398,255.0,0.0,dry,0
MOV_12771,330,125.099625,49.16899,255.0,0.0,dry,0
MOV_12771,360,118.64074,51.569332,255.0,0.0,dry,0
MOV_12771,390,131.3821,47.504192,255.0,0.0,dry,0
MOV_12771,420,128.785,48.37337,255.0,0.0,dry,0
MOV_12771,450,133.65128,46.08837,255.0,0.0,dry,0
MOV_12771,480,138.26834,43.762764,255.0,0.0,dry,0
MOV_12771,510,137.25742,44.747684,255.0,0.0,dry,0
MOV_12771,540,138.63481,46.83348,255.0,0.0,dry,0
MOV_12771,570,132.43404,45.565796,255.0,0.0,dry,0
MOV_12771,600,129.53139,44.288673,255.0,0.0,dry,0
MOV_12771,630,140.85309,44.540356,255.0,0.0,dry,0
MOV_12771,660,106.96796,52.560013,255.0,0.0,dry,0
MOV_12771,690,126.44047,49.980957,255.0,0.0,dry,0
MOV_12771,720,134.03094,47.543194,255.0,0.0,dry,0
MOV_12771,750,128.60371,49.822956,255.0,0.0,dry,0
MOV_12771,780,120.67458,51.091908,255.0,0.0,dry,0
MOV_12771,810,123.92375,49.55665,255.0,0.0,dry,0
MOV_12771,840,123.22198,48.385002,255.0,0.0,dry,0
MOV_12771,870,122.79971,49.341354,255.0,0.0,dry,0
MOV_12771,900,125.99945,46.678215,255.0,0.0,dry,0
MOV_12771,930,125.93029,46.07445,255.0,0.0,dry,0
MOV_12771,960,126.3778,49.898556,255.0,0.0,dry,0
MOV_12771,990,139.49837,47.509792,255.0,0.0,dry,0
MOV_12771,1020,123.82779,56.28841,255.0,0.0,dry,0
MOV_12771,1050,120.417564,52.160553,255.0,0.0,dry,0
MOV_12771,1080,131.29454,47.933216,255.0,0.0,dry,0
MOV_12771,1110,96.76992,57.02673,255.0,0.0,dry,0
MOV_12771,1140,112.84297,60.402534,255.0,1.0,dry,0
MOV_12771,1170,122.05073,50.209988,255.0,0.0,dry,0
MOV_12771,1200,128.70105,49.181664,255.0,0.0,dry,0
MOV_12771,1230,109.41276,48.477013,255.0,0.0,dry,0
MOV_12771,1260,132.83084,49.44666,255.0,0.0,dry,0
MOV_12771,1290,128.80045,49.66584,255.0,0.0,dry,0
MOV_12771,1320,129.03386,46.896755,255.0,0.0,dry,0
MOV_12771,1350,134.76256,47.22022,255.0,0.0,dry,0
MOV_12771,1380,128.78691,46.46346,255.0,0.0,dry,0
MOV_12767,0,119.01233,51.75464,255.0,5.0,dry,0
MOV_12767,30,131.9704,45.662155,255.0,0.0,dry,0
MOV_12767,60,123.91034,47.519264,255.0,0.0,dry,0
MOV_12767,90,122.10298,50.778496,255.0,0.0,dry,0
MOV_12767,120,117.039154,52.738995,255.0,0.0,dry,0
MOV_12767,150,120.775856,53.283787,255.0,0.0,dry,0
MOV_12767,180,105.950485,57.659355,255.0,6.0,dry,0
MOV_12767,210,124.73377,50.58672,255.0,0.0,dry,0
MOV_12767,240,133.20448,48.835117,255.0,0.0,dry,0
MOV_12767,270,130.66272,49.047375,255.0,3.0,dry,0
MOV_12767,300,110.339424,57.080845,255.0,0.0,dry,0
MOV_12767,330,128.37679,49.434235,255.0,0.0,dry,0
MOV_12767,360,126.93313,53.94828,255.0,1.0,dry,0
MOV_12767,390,134.98051,49.15356,255.0,2.0,dry,0
MOV_12767,420,119.62224,53.674572,255.0,0.0,dry,0
MOV_12767,450,122.1138,49.13529,255.0,0.0,dry,0
MOV_12767,480,115.61246,52.76241,255.0,0.0,dry,0
MOV_12767,510,119.06068,55.376793,255.0,0.0,dry,0
MOV_12767,540,136.3551,51.83928,255.0,0.0,dry,0
MOV_12767,570,109.26583,51.974583,255.0,0.0,dry,0
MOV_12767,600,128.165,49.87499,255.0,1.0,dry,0
MOV_12767,630,142.50302,46.117863,255.0,0.0,dry,0
MOV_12767,660,130.14784,44.013657,255.0,0.0,dry,0
MOV_12767,690,67.86212,40.4363,255.0,1.0,dry,0
MOV_12767,720,128.23706,49.483833,255.0,0.0,dry,0
MOV_12767,750,134.31265,45.30477,255.0,0.0,dry,0
MOV_12767,780,126.05151,50.090958,255.0,0.0,dry,0
MOV_12767,810,102.68286,55.277145,255.0,0.0,dry,0
MOV_12767,840,124.41788,52.68329,255.0,0.0,dry,0
MOV_12767,870,132.42955,56.72407,255.0,1.0,dry,0
MOV_12767,900,115.51749,53.511322,255.0,4.0,dry,0
MOV_12767,930,135.86415,47.74677,255.0,0.0,dry,0
MOV_12767,960,118.86859,56.469593,255.0,0.0,dry,0
MOV_12767,990,132.1618,47.934757,255.0,0.0,dry,0
MOV_12767,1020,90.757904,54.634815,255.0,0.0,dry,0
MOV_12767,1050,119.44708,52.87233,255.0,1.0,dry,0
MOV_12767,1080,134.68567,49.00198,255.0,0.0,dry,0
MOV_12767,1110,138.07945,49.247524,255.0,2.0,dry,0
MOV_12767,1140,135.90837,44.542397,255.0,0.0,dry,0
MOV_12767,1170,128.43634,46.159767,255.0,0.0,dry,0
MOV_12767,1200,135.08717,47.609283,255.0,0.0,dry,0
MOV_12767,1230,113.63053,53.086502,255.0,0.0,dry,0
MOV_12767,1260,128.02516,50.07476,255.0,0.0,dry,0
MOV_12767,1290,95.399704,39.268692,255.0,0.0,dry,0
MOV_12767,1320,155.90111,42.90602,255.0,0.0,dry,0
MOV_12767,1350,108.535416,46.58403,255.0,1.0,dry,0
MOV_12767,1380,146.25813,42.89572,255.0,0.0,dry,0
MOV_12773,0,139.13503,49.56398,255.0,4.0,dry,0
MOV_12773,30,128.1314,47.80348,255.0,0.0,dry,0
MOV_12773,60,135.71716,44.635353,255.0,0.0,dry,0
MOV_12773,90,127.901405,46.34387,255.0,0.0,dry,0
MOV_12773,120,129.74112,48.871365,255.0,0.0,dry,0
